2017-05-03,10:14:25,view,21585,e5e35469-3e62-4677-a265-5307005c3c8c
2017-05-03,10:14:31,view,21585,48b35177-0de5-4e05-83de-451427a05442
2017-05-03,10:14:33,view,21585,56ace894-f864-49b0-9e66-60f402a62da7
2017-06-12,12:13:58,view,21819,ff57315b-c554-472d-b53b-ad800139e358
2017-06-12,12:35:50,view,21819,51eb5154-f55f-4c4e-b8e8-0f8902084350
2017-06-12,12:42:47,view,21819,51eb5154-f55f-4c4e-b8e8-0f8902084350
2017-06-12,12:54:23,view,21819,51eb5154-f55f-4c4e-b8e8-0f8902084350
2017-02-20,14:11:32,view,22840,4831804a-e5d2-4d97-9ca4-f386fd8fb4b3
2017-02-20,14:13:40,view,22840,48b35177-0de5-4e05-83de-451427a05442
2016-12-27,07:29:15,view,20159,41026238-b547-4b1c-90c0-c1401c50a507
2016-12-27,11:01:59,view,20159,a4d3e2a8-9496-4605-9299-e5a17e34ac60
2016-12-28,16:37:32,view,20159,c94c28a4-1a68-4fab-bddc-baa437a8b5b8
2017-06-05,19:21:39,view,21819,e5e35469-3e62-4677-a265-5307005c3c8c
2017-06-05,19:44:47,view,21819,ee2122f7-173b-4823-965b-09c1666f8756
2017-06-05,19:47:51,view,21819,ee2122f7-173b-4823-965b-09c1666f8756
2017-06-05,19:49:46,view,21819,40526f54-3c60-4d87-9628-368524cff90c
2017-06-05,19:49:57,view,21819,40526f54-3c60-4d87-9628-368524cff90c
2017-06-05,19:53:13,view,21819,40526f54-3c60-4d87-9628-368524cff90c
2017-06-05,20:00:00,view,21819,40526f54-3c60-4d87-9628-368524cff90c
2017-06-05,20:03:12,view,21819,40526f54-3c60-4d87-9628-368524cff90c
2017-06-05,20:05:13,view,21819,40526f54-3c60-4d87-9628-368524cff90c
2017-06-05,20:05:47,view,21819,40526f54-3c60-4d87-9628-368524cff90c
2017-06-05,20:07:15,view,21819,40526f54-3c60-4d87-9628-368524cff90c
2017-06-05,20:09:17,view,21819,40526f54-3c60-4d87-9628-368524cff90c
2017-06-05,20:10:07,view,21819,40526f54-3c60-4d87-9628-368524cff90c
2017-06-05,20:11:32,view,21819,40526f54-3c60-4d87-9628-368524cff90c
2017-06-05,20:12:10,view,21819,40526f54-3c60-4d87-9628-368524cff90c
2017-06-05,20:12:20,view,21819,40526f54-3c60-4d87-9628-368524cff90c
2017-06-05,20:12:28,view,21819,40526f54-3c60-4d87-9628-368524cff90c
2017-06-05,20:12:41,view,21819,40526f54-3c60-4d87-9628-368524cff90c
2017-06-05,20:12:53,view,21819,40526f54-3c60-4d87-9628-368524cff90c
2017-06-05,20:14:01,view,21819,3058bea0-0c16-4e54-8a12-a2259606cc0f
2017-06-05,20:15:53,view,21819,40526f54-3c60-4d87-9628-368524cff90c
2017-06-05,20:15:59,view,21819,3058bea0-0c16-4e54-8a12-a2259606cc0f
2017-06-05,20:16:09,view,21819,3058bea0-0c16-4e54-8a12-a2259606cc0f
2017-06-05,20:21:39,view,21819,3058bea0-0c16-4e54-8a12-a2259606cc0f
2017-06-05,20:21:52,view,21819,40526f54-3c60-4d87-9628-368524cff90c
2016-12-20,18:39:26,view,20159,257b45c9-3a26-49a1-8a48-3f4dc3846bfe
2016-12-29,17:15:32,view,20159,0ae61f0b-9303-4d7e-b778-4d37f86bc34d
2017-06-01,14:30:06,view,21819,e5e35469-3e62-4677-a265-5307005c3c8c
2017-04-26,11:06:41,view,21585,e5e35469-3e62-4677-a265-5307005c3c8c
2017-04-26,11:06:46,view,21585,e5b2f0e8-20ba-4a05-8ceb-aaa32a30d598
2017-05-26,11:34:31,view,21585,e567c290-4fc5-468a-9557-a7238be760a7
2017-05-26,11:34:39,view,21585,37816c35-f7a4-4159-8ec2-aa2fa0891928
2017-01-23,15:06:42,view,20159,324f0d9a-e2b6-4dbd-9e5c-b9e5305b141b
2017-01-26,08:36:38,view,20159,48b35177-0de5-4e05-83de-451427a05442
2017-01-26,08:36:50,view,20159,4fa11c82-a24f-47c8-ab0f-86bcdaa6cc9e
2017-01-26,10:38:42,view,20159,48b35177-0de5-4e05-83de-451427a05442
2017-01-26,10:46:34,view,20159,102a1444-cff5-4dab-a765-360b8c8b3b53
2017-02-22,15:49:03,view,20159,25b4b655-caef-4834-8e9f-91755f702b34
2017-06-07,08:02:29,view,22840,e73b91e1-6890-4920-b86d-fd495b322c19
2017-06-07,08:25:45,view,22840,54ac0567-a92b-4438-99bf-79ab71096008
2017-06-07,08:37:52,view,22840,b38e0dd9-f68b-46f2-9a84-3d6fea35cbc9
2017-06-07,09:14:17,view,20660,e5e35469-3e62-4677-a265-5307005c3c8c
2017-06-07,09:14:32,view,20660,48b383e5-a501-4a18-a343-000110d2b3a2
2017-06-07,09:54:12,view,22840,d092ee21-9948-4be9-a24e-d8fc2b3ad6f2
2017-06-07,10:48:50,view,22840,fed0a25a-9c98-4cfc-b169-c0e505e92939
2017-06-07,10:49:04,view,22840,6347e300-55c4-4b62-a0ef-07c62143e307
2017-06-07,10:49:36,view,22840,fed0a25a-9c98-4cfc-b169-c0e505e92939
2017-06-07,12:23:28,view,22840,e1ca8086-9978-4bb7-82cd-f1531260a684
2017-06-07,13:23:56,view,22840,40f8f771-e0cb-4411-b718-2d6db4c1f419
2017-06-07,13:26:37,view,22840,5edb8405-e5f9-401b-83da-de9f86202048
2017-06-07,18:04:47,view,21819,40526f54-3c60-4d87-9628-368524cff90c
2017-06-09,10:29:34,view,22840,06dd083a-edda-4e66-99ec-c6a7779c5051
2017-06-09,10:34:56,view,22840,9c0734f6-fdcb-471d-bd7e-81c35eda763a
2017-06-09,11:14:23,view,22840,4ec1e1af-469e-402f-8fef-6c23f7371d7a
2017-06-09,11:34:24,view,22840,5bac8f68-521f-4ba1-b5a3-1754235a9e45
2017-06-09,13:00:03,view,20660,e5e35469-3e62-4677-a265-5307005c3c8c
2017-06-09,13:01:17,view,20660,a68423f4-d241-4997-8239-ae1cdc79952e
2017-04-27,10:14:30,view,21585,e5b2f0e8-20ba-4a05-8ceb-aaa32a30d598
2017-01-09,07:56:57,view,20159,48b35177-0de5-4e05-83de-451427a05442
2017-06-08,09:13:23,view,21585,e5e35469-3e62-4677-a265-5307005c3c8c
2017-06-08,11:45:15,view,23908,0dd44e9b-ff6f-4a87-9599-e0dd2c8dfc5a
2017-06-08,11:49:08,view,23908,57701031-1461-4238-a3e8-79752d15c0c4
2017-06-08,11:54:50,view,23908,57701031-1461-4238-a3e8-79752d15c0c4
2017-06-08,11:56:04,view,23908,5898b19a-2058-43d4-b590-e01b1f204373
2017-06-08,11:57:12,view,23908,7179a35f-ff58-4e32-a6f9-4a0098ec30c8
2017-06-08,11:57:35,view,23908,7179a35f-ff58-4e32-a6f9-4a0098ec30c8
2017-06-08,12:45:21,view,22840,0dc64078-3874-4e17-be61-df4bdd155de0
2017-06-08,12:46:03,view,22840,0d33f265-23f4-4eac-bb52-418dee42f0c3
2017-06-08,12:50:19,view,22840,0dc22249-36b9-44cd-88cd-4e8d10168804
2017-06-08,12:51:04,view,22840,0d4c828b-5444-4aa8-af75-68612c1cd25f
2017-06-08,12:52:09,view,22840,fb26b39c-aa9c-48ac-9109-52524d1e62ce
2017-06-08,12:56:14,view,22840,0d4c828b-5444-4aa8-af75-68612c1cd25f
2017-06-08,12:56:41,view,22840,44ccf532-cdb9-48b0-9de6-b1d94b2b9e59
2017-06-08,12:57:22,view,22840,44a76623-f837-4180-86c5-1b7924ccfaae
2017-06-08,15:21:49,view,22840,1e3bd331-1622-47b1-ad79-1108b70b9cfa
2016-12-23,09:03:15,view,20159,9308d50f-ae27-4991-932c-90b8cbad565c
2016-12-23,11:21:42,view,21819,2695c149-5aea-4089-96f2-e0459a5138cf
2016-12-23,11:44:57,view,21819,2695c149-5aea-4089-96f2-e0459a5138cf
2016-12-23,11:48:28,view,21819,199a9755-8afa-47b7-9fc7-b718dbbfd49c
2016-12-21,07:29:49,view,20159,263b7547-6d3b-49f3-824e-53708fef0099
